ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID,refind,refindFK,isnref
ajyuwa_0011,mcbora,"áánélliihyéváa neelle tsájcoojɨ díílleke ɨ́dsɨ́keé ¿ava ɨ́mɨááné u éévane, múha uke éévatsóhi?",#	aa-ne-lliíhye-va-pe	nee	-lle	tsa-jcoojɨ	di-lle-ke	i-	tsɨ-ke	#	ava	ɨ́mɨáá-ne	u=	eeva-ne	#	muha	u-ke	eeva-tso-hi,#	CON-INAN-BEN-QUOT-REM	say	-F.SG	one-CLF.day	3-F.SG-ACC	3-	child-ACC	#	Q	good-INAN	2.SG=	be_pregnant-INAN	#	PN.INTER	2.SG-ACC	be_pregnant-CAUS-PRED,"That is why, one day she told her daughter ""Are you really pregnant? Who is responsible for it?""",en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,89770,97380,##	other	v:pred	-rv_pro_h_a	other	pro.h:p	-ln_pro.h:poss	np.h:p	#ds	other	other	=pro.2:s	v:pred	#ds	pro.h:a	pro.2:p	v:pred,,ajyuwa,∅	∅	∅	1011	∅	1010	1011	1010	∅	∅	∅	1010	∅	∅	1012	1010	∅,∅	∅	∅	1011	∅	1010	1011	1010	∅	∅	∅	1010	∅	∅	1012	1010	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅
ajyuwa_0012,mcbora,árónáa neélle éée tsá o wáájácutú múha pejco tsahíjcyaabe taéllevu,#	aa-ró-náa	nee	-lle	#	éée	tsáha	ó=	waajácu-tu	#	muha	pejco	tsaa-híjcya	-Vbe	ta-	élle-vu,#	CON-FRUS-SIM	say	-F.SG	#	yes	no	1.SG=	know-NEG	#	PN.INTER	night	come-REP	-M.SG	1.SG.POSS-	there-ALL,"But she said ""Yes, I do not know who comes to me at night""",en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,98920,103720,##	other	v:pred	-pro.h:s_ds	#ds.neg	other	other	=pro.1:a	v:pred	#ds_cc:p	pro.h:s	np:other	v:pred	-rv_pro_h_s	-ln_pro.1:poss	np:g,,ajyuwa,∅	∅	∅	1010	∅	∅	∅	1010	∅	∅	1012	∅	∅	1012	1010	∅,∅	∅	∅	1010	∅	∅	∅	1010	∅	∅	1012	∅	∅	1012	1010	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
ajyuwa_0013,mcbora,"áánélliihyéváa neelle tsɨɨ́ju, aanéjɨ́ɨ́va ɨɨne cáátu dehni",#	aa-ne-lliíhye-va-pe	nee	-lle	tsɨɨ́ju	#	aa-ne-jɨ́ɨ́vari	ɨɨ́ne	cáátu	d=	eeni,#	CON-INAN-BEN-QUOT-REM	say	-F.SG	mother	#	CON-INAN-NEG	what	paint	2.SG.IMP=	soak,"Her mother told her ""Then prepare that paint""",en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,105080,110110,##	other	v:pred	-rv_pro_h_s	np.h:s_ds	#ds	other	other	np:p	=pro.2:a	v:pred,,ajyuwa,∅	∅	∅	1011	1011	∅	∅	∅	1013	1010	∅,∅	∅	∅	1011	1011	∅	∅	∅	1013	1010	∅,∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅
ajyuwa_0014,mcbora,"u ééniñe ícyooca ú téhmétsoó ícyooca díéllevu tsáábeke íhyúmɨ́tu ú tálloácoó, mewáájácu múha íjcyane",#	u=	eeni-ne	ícyoóca	#	u=	tehme-tso	ícyoóca	#	di-	élle-vu	tsaa	-Vbe	-ke	#	i-	húmɨ-tu	u=	tállo-áco	#	me-	waajácu	#	muha	ijcya-ne,#	2.SG=	soak-INAN	now	#	2.SG=	wait-CAUS	now	#	2SG.POSS-	there-ALL	come	-M.SG	-ACC	#	3-	face-ABL	2.SG=	make_dirty-SG.TR	#	1.PL-	know	#	PN.INTER	be-INAN,"""What you will prepare, now you have to wait and now, when he comes to you, you will rub it in his face, so as to know who he is""",en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,110690,117520,##ds	=pro.2:s	v:pred	other	##ds	=pro.2:a	v:pred	other	#ds_cc:p	-ln_pro.2:poss	np:obl	v:pred	-pro.h:s	-rv	##ds	-ln_pro.h:poss	np:obl	=pro.2:s	v:pred	#ds_ac	-pro.1:a	v:pred	#ds_cc:p	pro.h:s	v:pred,,ajyuwa,∅	1010	∅	∅	∅	1010	∅	∅	∅	1010	∅	∅	1012	∅	∅	1012	1014	1010	∅	∅	1104	∅	∅	1012	∅,∅	1010	∅	∅	∅	1010	∅	∅	∅	1010	∅	∅	1012	∅	∅	1012	1014	1010	∅	∅	1104	∅	∅	1012	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	bridging	∅	∅	∅	∅
ajyuwa_0015,mcbora,"ahdújucóváa dille cáátu iééniñe téhmetsóne, cuuve icyúwaki teene ihwáábyá lliiñévu",#	aa-du-juco-va-pe	di-lle	#	cáátu	i=	eeni-ne	%	tehme-tso-ne	cuúve	#	i=	cuwa-ki	tee-ne	i-	waábya	lliíñe-vu,#	CON-CMPV-AFIR-QUOT-REM	3-F.SG	#	paint	3=	soak-REC	%	wait-CAUS-INAN	darkness	#	3=	sleep-PURP	3-INAN	3-	hammock	beneath-ALL,"That way she prepared the paint and made him wait in the dark, so as to sleep under her hammock",en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,120040,127490,##	other	pro.h:a	#ac	np:p	=pro.h:a	v:pred	%	v:pred	np:l	#ac	=pro:s	v:pred	other	-ln_pro.h:poss	np:other	np:obl,,ajyuwa,∅	∅	1010	∅	1013	1010	∅	∅	∅	∅	∅	1013	∅	∅	1010	1015	∅,∅	∅	1010	∅	1013	1010	∅	∅	∅	∅	∅	1013	∅	∅	1010	1015	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	new	∅
ajyuwa_0016,mcbora,áánáacáváa ɨ́mɨááné tsúúca ditye cúwáné tujkévevu peebe díílle éllevu,#	#	aa-ne-acá-va-pe	ɨ́mɨá-ne	tsúúca	di-te	cuwa-ne	%	tujkéve-vu	pee	-Vbe	di-lle	élle-vu,#	#	CON-INAN-IFR-QUOT-REM	true-INAN	already	3-PL	sleep-INAN	%	straight-ALL	go	-M.SG	3-F.SG	there-ALL,"And really, when they were sleeping, he came to her",en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,130250,136340,##	#ac	other	other	other	pro.h:s	v:pred	%	np:other	v:pred	-pro.h:s	ln_pro.h:poss	np:g,,ajyuwa,∅	∅	∅	∅	∅	1016	∅	∅	∅	∅	1012	1010	∅,∅	∅	∅	∅	∅	1016	∅	∅	∅	∅	1012	1010	∅,∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅
ajyuwa_0017,mcbora,aabéváa tsáábeke teene íhlliiñétú cáátu idólloúcunúne tálloácolle teene íhyúmɨ cúúvétsihdyu,#	#	aa	-Vbe	-va-pe	tsaa	-Vbe	-ke	%	tee-ne	i-	lliíñe-tu	cáátu	i=	do-llo-úcunu-ne	#	tállo-áco	-lle	tee-ne	i-	húmɨ	cuúve-tsi-tu,#	#	CON	-M.SG	-QUOT-REM	come	-M.SG	-ACC	%	3-INAN	3-	beneath-ABL	paint	3=	hand-touch-SG.STA-INAN	#	make_dirty-SG.TR	-F.SG	3-INAN	3-	face	darkness-CLF.place-ABL,"When he came, she rubbed the paint in underneath, touching his face with her hands in the dark",en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,138770,146360,##	#ac	other	-pro.h:dt_s	-other	v:pred	-pro.h:s	-other	%	other	-ln_pro.h:poss	np:other	np:p	=pro.h:a	v:pred	##	v:pred	-pro.h:a	other	-ln_pro.h:poss	np:p	np:obl,,ajyuwa,∅	∅	∅	1012	∅	∅	1012	∅	∅	∅	1010	∅	1013	1010	∅	∅	∅	1010	∅	1012	1014	∅,∅	∅	∅	1012	∅	∅	1012	∅	∅	∅	1010	∅	1013	1010	∅	∅	∅	1010	∅	1012	1014	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
ajyuwa_0018,mcbora,áánélliihyéváa ɨ́ɨ́cúi árahjúcuube teene cáátuj cúva,#	aa-ne-lliíhye-va-pe	ɨ́ɨ́cúi	ára-hjúcu	-Vbe	tee-ne	cáátu	cuva,#	CON-INAN-BEN-QUOT-REM	quick	smell-SG.TR	-M.SG	3-INAN	paint	smell,That is why he smelt quickly that smell of the paint,en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,148260,154520,##	other	other	v:pred	-pro.h:a	other	np:other	np:p,,ajyuwa,∅	∅	∅	∅	1012	∅	1013	1017,∅	∅	∅	∅	1012	∅	1013	1017,∅	∅	∅	∅	∅	∅	∅	bridging
ajyuwa_0019,mcbora,áánéllií ɨ́ɨ́cúi ióómíñe níjtyámeíyoóbe,#	#	aa-ne-lliíhye	ɨ́ɨ́cúi	i=	oomi-ne	%	nijtyu-meí-ró	-Vbe,#	#	CON-INAN-BEN	quick	3=	return-INAN	%	wash-REFL-FRUS	-M.SG,That is why he went back quickly and wanted to wash himself,en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,154520,157940,##	#ac	other	other	=pro.h:s	v:pred	%	v:pred	-pro.h:s,,ajyuwa,∅	∅	∅	∅	1012	∅	∅	∅	1012,∅	∅	∅	∅	1012	∅	∅	∅	1012,∅	∅	∅	∅	∅	∅	∅	∅	∅
ajyuwa_0020,mcbora,áróné pañéváa tsúúca bajtújucóóné dííbyeke,#	aa-ró-ne	0	pañe-va-pe	tsúúca	bajtu-juco-ne	di-Vbe-ke,#	CON-FRUS-INAN	0	inside-VBZ.have-REM	already	dark_color-AFIR-INAN	3-M.SG-ACC,But the color had already been absorbed by him,en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,159290,162320,##	other	0:a	v:pred	other	other	pro.h:p,,ajyuwa,∅	∅	1013	∅	∅	∅	1012,∅	∅	1013	∅	∅	∅	1012,∅	∅	∅	∅	∅	∅	∅
ajyuwa_0021,mcbora,"aanéváa tsúúca tsɨtsɨ́ɨ́vevu, diitye cáánimu pítyácójcatsíhí tépejco iúménutéiñe walléémú tsiiñe cáátsotéiñe",#	aa-ne-va-pe	tsúúca	tsɨtsɨ́ɨ́ve-vu	di-te	cááni-mu	pítya-jco-jcatsi-hi	tee-pejco	#	i=	úme-nu-té-i-ne	#	wallee-mu	tsiiñe	caátso-té-i-ne,#	CON-INAN-QUOT-REM	already	dawn-ALL	3-PL	father-PL	plan-MULT.TR-RECP-PRED	3-CLF.night	#	3=	vegetal_salt-VBZ.do-DIR.go-FUT-INAN	#	woman-PL	again	extract_manioc-DIR.go-FUT-INAN,"And at dawn, his parents had planned that night to go and get vegetal salt, and the women to get again manioc",en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,164090,172270,##	other	other	np:other	other	np.h:a	v:pred	other	#cc:p	=pro.h:s	v:pred	#	np.h:s	other	v:pred,,ajyuwa,∅	∅	∅	∅	∅	1019	∅	∅	∅	1019	∅	∅	1007	∅	∅,∅	∅	∅	∅	∅	1019	∅	∅	∅	1019	∅	∅	1007	∅	∅,∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅
ajyuwa_0022,mcbora,aaméváa tsúúca cúúvénetúré diibye íllikye ákyétsohíjcyároobe dibye imájchóro,#	aa	-me	-va-pe	tsúúca	cúúvénetúre	di-Vbe	i-	lli-ke	ajkye-tso-híjcya-ró-Vbe	#	di-Vbe	i=	majcho-ró,#	CON	-CLF.PL	-QUOT-REM	already	early	3-M.SG	3-	son-ACC	get_up-CAUS-REP-FRUS-M.SG	#	3-M.SG	3=	eat-FRUS,"And early in the morning, they, eh, he wanted to wake his son up, so that he would eat",en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,175370,181770,##	other	-pro.h:a	-other	other	other	pro.h:a	-ln_pro.h:poss	np.h:p	v:pred	#ac	pro.h:s	=lv_pro_h_s	v:pred,,ajyuwa,∅	∅	1019	∅	∅	∅	1019	1019	1020	∅	∅	1020	1020	∅,∅	∅	1019	∅	∅	∅	1019	1019	1020	∅	∅	1020	1020	∅,∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅
ajyuwa_0023,mcbora,árónáacáváa váu néétuube iwáábyaari cáwayúcunúhijcyáhi,#	#	aa-ró-ne-acá-va-pe	váu	nee-tu	-Vbe	%	i-	waábya-ri	cáwa-úcunu-híjcya-hi,#	#	CON-FRUS-INAN-IFR-QUOT-REM	move	be-NEG	-M.SG	%	3-	hammock-LOC	lay-SG.STA-REP-PRED,"But he kept on laying without moving, inside his hammock",en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,181880,184590,##	#cc.neg:s	other	other	v:pred	-pro.h:s	%	-ln_pro.h:poss	np:l	v:pred,,ajyuwa,∅	1020	∅	∅	∅	1020	∅	1020	1105	∅,∅	1020	∅	∅	∅	1020	∅	1020	1105	∅,∅	∅	∅	∅	∅	∅	∅	∅	new	∅
ajyuwa_0024,mcbora,áánéllihyéváa tétsihvúré ɨ́hvéjtsoíñúmé dííbyeke,#	aa-ne-lliíhye-va-pe	tee-tsi-vu-re	ɨhvejtso-iñu	-me	di-Vbe-ke,#	CON-INAN-BEN-QUOT-REM	3-CLF.place-ALL-REST	leave-DIR.leave	-PL	3-M.SG-ACC,That is why they left him there,en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,186830,189990,##	other	pro:obl	v:pred	-pro.h:a	pro.h:p,,ajyuwa,∅	∅	∅	∅	1019	1020,∅	∅	∅	∅	1019	1020,∅	∅	∅	∅	∅	∅
ajyuwa_0025,mcbora,aabéváa ditye pééne déjuvu teene ɨ́mɨɨcúmɨri ɨɨtécunúmeí ɨ́mɨááné tsánejcu íhyúmɨ bájtune cúúvénéjóbaúvu,#	aa	-Vbe	-va-pe	#	di-te	pee-ne	déju-vu	%	tee-ne	i-	mɨ́ɨ́cumɨ-ri	ɨɨte-cunu-meí	#	ɨ́mɨáá-ne	tsa-nejcu	i-	húmɨ	bajtu-ne	#	cuúve-ne-coba-úvu,#	CON	-M.SG	-QUOT-REM	#	3-PL	go-INAN	after-ALL	%	3-INAN	3-	mirror-INST	look-MULT.INTR-REFL	#	good-INAN	one-CLF.side	3-	face	dark_color-INAN	#	darkness-INAN-AUG-intensively,"And after they had left, he looked himself in the mirror and really one side of his face was painted, it was all black",en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,192360,201330,##	other	-pro.h:s	-other	#ac	pro.h:s	v:pred	other	%	other	-ln_pro.h:poss	np:obl	v:pred	##	other	pro:s	-ln_pro.h:poss	np:other	np:pred	##	np:pred,,ajyuwa,∅	∅	1020	∅	∅	1019	∅	∅	∅	∅	1020	1106	∅	∅	∅	1021	1012	1014	∅	∅	∅,∅	∅	1020	∅	∅	1019	∅	∅	∅	∅	1020	1106	∅	∅	∅	1021	1012	1014	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅	bridging	∅	∅	∅	∅	∅
ajyuwa_0026,mcbora,áánélliihyéváa pɨ́úvaabe ábamíílleke ditye dííbyeke ɨpɨ́hjaki ditye ipáácyuki,#	aa-ne-lliíhye-va-pe	pɨ́uva	-Vbe	ábamíílle-ke	#	di-te	di-Vbe-ke	i=	pɨhja-ki	#	di-te	0	i=	paacyu-ki,#	CON-INAN-BEN-QUOT-REM	call	-M.SG	bee-ACC	#	3-PL	3-M.SG-ACC	3=	lick-PURP	#	3-PL	0	3=	clean-PURP,"That is why he called the bees (ábamíílle) so they would lick, clean him",en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,203020,208110,##	other	v:pred	-pro.h:a	np.n:p	#ac	pro.n:a	pro.h:p	=lv_pro_n_a	v:pred	#ac	pro.n:a	0.h:p	=lv_pro_n_a	v:pred,,ajyuwa,∅	∅	∅	1020	1022	∅	1022	1020	1022	∅	∅	1022	1020	1022	∅,∅	∅	∅	1020	1022	∅	1022	1020	1022	∅	∅	1022	1020	1022	∅,∅	∅	∅	∅	new	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
ajyuwa_0027,mcbora,árónáacáváa ditye pɨ́hjáróné pañe tsá tene pácyúúvetúne,#	#	aa-ró-ne-acá-va-pe	di-te	pɨhja-ró-ne	pañe	%	tsáha	tee-ne	paacyu-Vve-tu-ne,#	#	CON-FRUS-INAN-IFR-QUOT-REM	3-PL	lick-FRUS-INAN	inside	%	no	3-INAN	clean-SG.INTR-NEG-INAN,"But, although they licked him, the paint was not erased",en,MORPHEME_ALIGNED,,ajyuwa_mp3 ajyuwa_wav ajyuwa_eaf ajyuwa_xml ajyuwa_tsv,,208110,211160,##neg	#ac	other	pro.n:a	v:pred	other	%	other	pro.h:s	v:pred,,ajyuwa,∅	∅	∅	1022	∅	∅	∅	∅	1020	∅,∅	∅	∅	1022	∅	∅	∅	∅	1020	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
